Episode,Throughput,Latency,Fairness
1,5000.0,87000.0,0.03333333333333333
2,12000.0,76000.0,0.03333333333333333
3,30000.0,44000.0,0.03333333333333333
4,18000.0,78000.0,0.03333333333333333
5,7000.0,73000.0,0.03333333333333333
6,16000.0,15000.0,0.03333333333333333
7,27000.0,9000.0,0.03333333333333333
8,21000.0,63000.0,0.03333333333333333
9,11000.0,79000.0,0.03333333333333333
10,26000.0,67000.0,0.03333333333333333
11,5000.0,88000.0,0.03333333333333333
12,21000.0,5000.0,0.03333333333333333
13,5000.0,49000.0,0.03333333333333333
14,25000.0,47000.0,0.03333333333333333
15,16000.0,42000.0,0.03333333333333333
16,19000.0,38000.0,0.03333333333333333
17,19000.0,47000.0,0.03333333333333333
18,25000.0,52000.0,0.03333333333333333
19,23000.0,30000.0,0.03333333333333333
20,19000.0,75000.0,0.03333333333333333
21,20000.0,80000.0,0.03333333333333333
22,9000.0,88000.0,0.03333333333333333
23,5000.0,82000.0,0.03333333333333333
24,5000.0,94000.0,0.03333333333333333
25,18000.0,37000.0,0.03333333333333333
26,10000.0,86000.0,0.03333333333333333
27,5000.0,74000.0,0.03333333333333333
28,7000.0,19000.0,0.03333333333333333
29,22000.0,53000.0,0.03333333333333333
30,24000.0,62000.0,0.03333333333333333
31,19000.0,72000.0,0.03333333333333333
32,25000.0,3000.0,0.03333333333333333
33,16000.0,72000.0,0.03333333333333333
34,5000.0,87000.0,0.03333333333333333
35,28000.0,17000.0,0.03333333333333333
36,27000.0,73000.0,0.03333333333333333
37,22000.0,53000.0,0.03333333333333333
38,19000.0,70000.0,0.03333333333333333
39,17000.0,35000.0,0.03333333333333333
40,5000.0,91000.0,0.03333333333333333
41,23000.0,60000.0,0.03333333333333333
42,8000.0,57000.0,0.03333333333333333
43,18000.0,54000.0,0.03333333333333333
44,21000.0,50000.0,0.03333333333333333
45,7000.0,72000.0,0.03333333333333333
46,20000.0,62000.0,0.03333333333333333
47,30000.0,58000.0,0.03333333333333333
48,7000.0,69000.0,0.03333333333333333
49,7000.0,9000.0,0.03333333333333333
50,13000.0,43000.0,0.03333333333333333
51,17000.0,46000.0,0.03333333333333333
52,19000.0,76000.0,0.03333333333333333
53,15000.0,70000.0,0.03333333333333333
54,6000.0,72000.0,0.03333333333333333
55,7000.0,52000.0,0.03333333333333333
56,21000.0,78000.0,0.03333333333333333
57,9000.0,77000.0,0.03333333333333333
58,29000.0,70000.0,0.03333333333333333
59,18000.0,81000.0,0.03333333333333333
60,28000.0,56000.0,0.03333333333333333
61,29000.0,68000.0,0.03333333333333333
62,29000.0,32000.0,0.03333333333333333
63,8000.0,83000.0,0.03333333333333333
64,28000.0,43000.0,0.03333333333333333
65,26000.0,66000.0,0.03333333333333333
66,27000.0,35000.0,0.03333333333333333
67,23000.0,60000.0,0.03333333333333333
68,26000.0,42000.0,0.03333333333333333
69,23000.0,41000.0,0.03333333333333333
70,28000.0,64000.0,0.03333333333333333
71,11000.0,71000.0,0.03333333333333333
72,22000.0,62000.0,0.03333333333333333
73,24000.0,65000.0,0.03333333333333333
74,5000.0,26000.0,0.03333333333333333
75,26000.0,58000.0,0.03333333333333333
76,8000.0,66000.0,0.03333333333333333
77,6000.0,94000.0,0.03333333333333333
78,25000.0,63000.0,0.03333333333333333
79,6000.0,55000.0,0.03333333333333333
80,24000.0,76000.0,0.03333333333333333
81,16000.0,64000.0,0.03333333333333333
82,11000.0,51000.0,0.03333333333333333
83,9000.0,0.0,0.03333333333333333
84,10000.0,69000.0,0.03333333333333333
85,14000.0,80000.0,0.03333333333333333
86,18000.0,15000.0,0.03333333333333333
87,23000.0,76000.0,0.03333333333333333
88,20000.0,58000.0,0.03333333333333333
89,21000.0,63000.0,0.03333333333333333
90,26000.0,63000.0,0.03333333333333333
91,23000.0,69000.0,0.03333333333333333
92,5000.0,89000.0,0.03333333333333333
93,8000.0,35000.0,0.03333333333333333
94,10000.0,82000.0,0.03333333333333333
95,29000.0,65000.0,0.03333333333333333
96,12000.0,88000.0,0.03333333333333333
97,11000.0,74000.0,0.03333333333333333
98,8000.0,83000.0,0.03333333333333333
99,15000.0,76000.0,0.03333333333333333
100,8000.0,69000.0,0.03333333333333333
